Name,Year,Theme,Pieces,USD_MSRP,Current_Price
The Redstone Battle,2020,Minecraft,504.0,39.99,63.0
International Space Station,2020,Ideas,864.0,69.99,71.0216
Pirates of Barracuda Bay,2020,Ideas,2545.0,199.99,296.3876
Grand Piano,2020,Ideas,3662.0,399.99,300.0
123 Sesame Street,2020,Ideas,1367.0,119.99,120.0
Beach Buggy,2020,City,45.0,4.99,5.5
Super Mushroom Surprise,2020,Super Mario,18.0,4.99,3.98
Chocolate Box & Flower,2020,Friends,75.0,4.99,1.341
Easter Bunny,2020,Creator,67.0,4.99,5.3
Poppy's Carriage,2020,Trolls World Tour,51.0,4.99,2.5
Mini Frame,2020,Dots,85.0,4.99,2.0
Propeller Plane,2020,Creator,128.0,9.99,9.0
Sports Car,2020,Creator,134.0,9.99,10.0
Monster Truck,2020,Creator,163.0,14.99,12.88
Fire Dragon,2020,Creator,234.0,19.99,18.6068
Rocket Truck,2020,Creator,198.0,19.99,15.0
Monster Burger Truck,2020,Creator,499.0,49.99,40.0
Townhouse Toy Store,2020,Creator,554.0,39.99,42.0
Space Rover Explorer,2020,Creator,510.0,39.99,59.99
Caravan Family Holiday,2020,Creator,766.0,69.99,55.4259
Pirate Ship,2020,Creator,1264.0,119.99,85.0
Andy Warhol's Marilyn Monroe,2020,Art,3341.0,119.99,110.7867
The Beatles,2020,Art,2933.0,119.99,179.0
Marvel Studios Iron Man,2020,Art,3167.0,119.99,140.0
Star Wars The Sith,2020,Art,3406.0,119.99,160.0
LEGO® Trains 40th Anniversary Set,2020,Promotional,188.0,19.99,30.0
Easter Egg,2020,Seasonal,239.0,12.99,11.0
Police MF Accessory Set,2020,City,42.0,12.99,15.5125
Fairground Accessory Set,2020,Collectable Minifigures,51.0,12.99,16.99
Golden Zane Accessory Set ,2020,Ninjago,73.0,12.99,10.493
Sports Accessories,2020,Xtra,36.0,3.99,5.875
Botanical Accessories,2020,Xtra,32.0,3.99,5.99
Donald Duck,2020,BrickHeadz,90.0,9.99,11.0
Goofy & Pluto,2020,BrickHeadz,214.0,14.99,17.0
Valentine's Bear,2020,BrickHeadz,150.0,9.99,16.99
Easter Sheep,2020,BrickHeadz,192.0,9.99,19.95
Monkey King,2020,BrickHeadz,175.0,9.99,14.99
Birthday Set,2020,Seasonal,141.0,12.99,14.1846
Wedding Bride,2020,BrickHeadz,306.0,12.99,12.495
Wedding Groom,2020,BrickHeadz,255.0,12.99,12.495
LEGO Trophy,2020,Miscellaneous,200.0,12.99,18.0
Batman,2020,Brick Sketches,115.0,16.99,12.3739
First Order Stormtrooper,2020,Brick Sketches,151.0,16.99,14.95
Drag Racer,2020,Hidden Side,134.0,12.99,15.0
Hot Rod,2020,Promotional,142.0,12.99,15.7
Falcon & Black Widow Team-Up,2020,Marvel Super Heroes,60.0,14.99,18.6565
Hogwarts Students Accessory Set,2020,Harry Potter,53.0,14.99,8.95
Frankenstein,2020,BrickHeadz,108.0,9.99,10.5
Halloween Hayride,2020,Seasonal,148.0,12.99,29.99
Winter Snowball Fight,2020,Seasonal,149.0,12.99,19.95
Nutcracker,2020,BrickHeadz,180.0,9.99,11.95
Christmas Wreath 2-in-1,2020,Seasonal,510.0,39.99,20.744
The Joker,2020,Brick Sketches,170.0,16.99,18.6639
BB-8,2020,Brick Sketches,171.0,16.99,22.95
Lucky Cat,2020,BrickHeadz,134.0,9.99,16.87
Poppy's Pod,2020,Trolls World Tour,103.0,19.99,11.4
Poppy's Air Balloon Adventure,2020,Trolls World Tour,250.0,29.99,15.0
Lonesome Flats Raft Adventure,2020,Trolls World Tour,159.0,29.99,17.0
Volcano Rock City Concert,2020,Trolls World Tour,387.0,39.99,17.0
Pop Village Celebration,2020,Trolls World Tour,380.0,49.99,29.6201
Rainbow Caterbus,2020,Trolls World Tour,395.0,39.99,24.64
Vibe City Concert,2020,Trolls World Tour,494.0,59.99,60.0
Ice Cream Cart,2020,Friends,97.0,9.99,11.0592
Andrea's Car & Stage,2020,Friends,240.0,19.99,24.95
Heartlake City Hair Salon,2020,Friends,235.0,19.99,14.0
Nature Glamping,2020,Friends,241.0,29.99,18.0
Baking Competition,2020,Friends,361.0,39.99,38.0
Heartlake City Hospital,2020,Friends,379.0,49.99,58.95
Puppy Playground,2020,Friends,57.0,9.99,8.0
Andrea's Play Cube - Singer,2020,Friends,49.0,9.99,15.99
Olivia's Play Cube - Researcher,2020,Friends,40.0,9.99,13.5
Mia's Play Cube - Veterinarian,2020,Friends,36.0,9.99,16.99
Olivia's Play Cube - Sweet Shop,2020,Friends,47.0,9.99,20.0
Friends Advent Calendar,2020,Friends,236.0,29.99,27.99
Baby Elephant Jungle Rescue,2020,Friends,203.0,19.99,18.97
Panda Jungle Tree House,2020,Friends,265.0,29.99,34.95
Tiger Hot Air Balloon Jungle Rescue,2020,Friends,302.0,39.99,50.0
Jungle Rescue Base,2020,Friends,648.0,79.99,74.99
Olivia's Flower Garden,2020,Friends,92.0,9.99,7.5
Beach House,2020,Friends,444.0,49.99,25.0
Heartlake City Airplane,2020,Friends,574.0,69.99,67.95
 Heartlake City Brick Box,2020,Friends,321.0,39.99,49.99
Alpaca Mountain Jungle Rescue,2020,Friends,512.0,59.99,88.0
Mia's Jungle Play Cube,2020,Friends,43.0,9.99,18.99
Rainbow Bracelet,2020,Dots,33.0,4.99,2.95
Funky Animals Bracelet,2020,Dots,33.0,4.99,2.98
Sparkly Unicorn Bracelet,2020,Dots,33.0,4.99,3.0
Cosmic Wonder Bracelet,2020,Dots,33.0,4.99,2.0
Pineapple Pencil Holder,2020,Dots,351.0,19.99,14.0
Extra DOTS - Series 1,2020,Dots,109.0,3.99,3.95
Go Team! Bracelet,2020,Dots,33.0,4.99,2.5415
Love Birds Bracelet,2020,Dots,33.0,4.99,4.99
Bracelet Mega Pack,2020,Dots,300.0,24.99,32.95
Creative Picture Frames,2020,Dots,398.0,19.99,13.491
Jewelry Box,2020,Dots,374.0,19.99,23.0
Extra DOTS - Series 2,2020,Dots,109.0,3.99,3.7905
Magic Forest Bracelet,2020,Dots,33.0,4.99,2.99
Power Bracelet,2020,Dots,33.0,4.99,2.99
Buggy,2020,Technic,117.0,12.99,11.99
Mini CLAAS XERION,2020,Technic,130.0,12.99,17.99
Dragster,2020,Technic,225.0,19.99,14.9
Catamaran,2020,Technic,404.0,49.99,50.0
Stunt Show Truck & Bike,2020,Technic,610.0,49.99,39.992
Ducati Panigale V4 R,2020,Technic,646.0,79.99,72.824
Mobile Crane,2020,Technic,1292.0,99.99,149.99
App-Controlled Top Gear Rally Car,2020,Technic,463.0,129.99,199.99
Dom's Dodge Charger,2020,Technic,1077.0,119.99,70.2
Concrete Mixer Truck,2020,Technic,1163.0,119.99,149.3116
6x6 Volvo Articulated Hauler,2020,Technic,2193.0,249.99,255.1078
Lamborghini Sián FKP 37,2020,Technic,3696.0,449.99,325.0
Moana's Ocean Adventure,2020,Disney,46.0,9.99,14.4
Aurora's Royal Carriage,2020,Disney,62.0,9.99,15.0
Mulan's Storybook Adventures,2020,Disney,124.0,19.99,30.3905
Anna and Elsa's Storybook Adventures,2020,Disney,133.0,19.99,17.5
Ariel's Storybook Adventures,2020,Disney,105.0,19.99,25.99
Belle's Storybook Adventures,2020,Disney,111.0,19.99,20.0
Cinderella's Castle Celebration,2020,Disney,168.0,29.99,20.99
Mickey Mouse and Minnie Mouse,2020,Disney,1739.0,179.99,199.97
Belle's Castle Winter Celebration,2020,Disney,238.0,49.99,39.99
Moana's Island Home,2020,Disney,202.0,29.99,45.0
Rapunzel's Tower,2020,Disney,369.0,64.99,51.291
Aurora's Forest Cottage,2020,Disney,300.0,39.99,35.0
SPIKE Prime Set,2020,Education,528.0,399.95,450.0
Robot Inventor,2020,Mindstorms,949.0,359.99,399.99
Police Dog Unit,2020,City,67.0,9.99,9.0
Police Highway Arrest,2020,City,185.0,29.99,15.0
Police Helicopter Chase,2020,City,212.0,39.99,25.0
Police Helicopter Transport,2020,City,317.0,49.99,19.8
Police Monster Truck Heist,2020,City,362.0,59.99,26.5
Police Station,2020,City,743.0,99.99,66.77
Forest Fire,2020,City,84.0,9.99,10.0
Fire Helicopter Response,2020,City,93.0,29.99,9.99
Street Sweeper,2020,City,89.0,9.99,14.1025
Mail Plane,2020,City,74.0,9.99,10.95
Monster Truck,2020,City,55.0,9.99,10.49
Construction Bulldozer,2020,City,126.0,19.99,18.5
Ice-Cream Truck,2020,City,200.0,19.99,15.0
Race Boat Transporter,2020,City,238.0,29.99,28.0
Stunt Team,2020,City,62.0,9.99,15.992
Racing Cars,2020,City,190.0,29.99,20.0
Service Station,2020,City,354.0,49.99,62.99
Tuning Workshop,2020,City,897.0,99.99,73.4902
Air Race,2020,City,140.0,39.99,19.0
Central Airport,2020,City,286.0,59.99,49.99
Passenger Airplane,2020,City,669.0,99.99,119.6153
Ocean Mini-Submarine,2020,City,41.0,9.99,12.0
Ocean Exploration Submarine,2020,City,286.0,39.99,33.15
Ocean Exploration Base,2020,City,497.0,79.99,73.4632
Ocean Exploration Ship,2020,City,745.0,149.99,207.1305
Safari Off-Roader,2020,City,168.0,19.99,19.99
City Advent Calendar,2020,City,342.0,29.99,18.0
Police Brick Box,2020,City,301.0,39.99,35.75
Main Square,2020,City,1517.0,199.99,139.99
Elite Police Boat Transport,2020,City,166.0,29.99,23.0607
Elite Police Driller Chase,2020,City,179.0,29.99,17.9286
Elite Police Lighthouse Capture,2020,City,189.0,29.99,20.1697
Welcome to the Hidden Side,2020,Hidden Side,189.0,19.99,24.99
Jack's Beach Buggy,2020,Hidden Side,170.0,19.99,15.99
El Fuego's Stunt Plane,2020,Hidden Side,295.0,29.99,34.0
Newbury Subway,2020,Hidden Side,348.0,29.99,20.0
The Lighthouse of Darkness,2020,Hidden Side,540.0,49.99,44.0
Haunted Fairground,2020,Hidden Side,466.0,49.99,49.95
J.B.'s Submarine,2020,Hidden Side,224.0,19.99,22.4108
Supernatural Race Car,2020,Hidden Side,244.0,29.99,35.0
Newbury Abandoned Prison,2020,Hidden Side,400.0,39.99,70.0
Phantom Fire Truck 3000,2020,Hidden Side,760.0,59.99,90.0
Mystery Castle,2020,Hidden Side,1035.0,99.99,264.95
Spinjitzu Burst - Cole,2020,Ninjago,48.0,9.99,9.0
Spinjitzu Burst - Kai,2020,Ninjago,48.0,9.99,7.9
Spinjitzu Burst Lloyd,2020,Ninjago,48.0,9.99,8.016
Adventures with Mario,2020,Super Mario,231.0,59.99,35.9
Guarded Fortress,2020,Super Mario,468.0,49.99,36.99
Desert Pokey,2020,Super Mario,180.0,19.99,12.5
Whomp's Lava Trouble,2020,Super Mario,133.0,19.99,12.0
Piranha Plant Power Slide,2020,Super Mario,217.0,29.99,29.99
Boomer Bill Barrage,2020,Super Mario,132.0,29.99,29.99
Mario's House & Yoshi,2020,Super Mario,205.0,29.99,29.99
Toad's Treasure Hunt,2020,Super Mario,464.0,69.99,69.99
Bowser's Castle Boss Battle,2020,Super Mario,1010.0,99.99,139.99
Fire Mario Power-Up Pack ,2020,Super Mario,11.0,9.99,58.95
Propeller Mario Power-Up Pack,2020,Super Mario,13.0,9.99,17.99
Cat Mario Power-Up Pack,2020,Super Mario,11.0,9.99,25.0
Builder Mario Power-Up Pack,2020,Super Mario,10.0,9.99,15.0
Nintendo Entertainment System,2020,Super Mario,2646.0,269.99,249.99
Thwomp Drop,2020,Super Mario,393.0,39.99,49.99
King Boo and the Haunted Yard,2020,Super Mario,431.0,49.99,59.99
Thunder Raider,2020,Ninjago,576.0,49.99,110.99
Kai's Fire Dragon,2020,Ninjago,81.0,19.99,18.5242
Golden Mech,2020,Ninjago,489.0,39.99,65.8182
Kai Fighter,2020,Ninjago,513.0,39.99,30.0
Destiny's Bounty,2020,Ninjago,1781.0,129.99,164.5454
Cole's Speeder Car,2020,Ninjago,52.0,9.99,9.49
Kai's Mech Jet,2020,Ninjago,217.0,19.99,19.95
Gamer's Market,2020,Ninjago,218.0,29.99,43.38
Jay and Lloyd's Velocity Racers,2020,Ninjago,322.0,29.99,31.99
Ninja Tuner Car,2020,Ninjago,419.0,39.99,28.8
Jay's Cyber Dragon,2020,Ninjago,518.0,49.99,49.9
Empire Temple of Madness,2020,Ninjago,810.0,79.99,75.0
Empire Dragon,2020,Ninjago,286.0,29.99,35.9796
Kai Avatar - Arcade Pod,2020,Ninjago,49.0,9.99,14.99
Jay Avatar - Arcade Pod,2020,Ninjago,47.0,9.99,18.0
Lloyd Avatar - Arcade Pod,2020,Ninjago,48.0,9.99,9.6326
Journey to the Skull Dungeons,2020,Ninjago,401.0,29.99,34.99
Wu's Battle Dragon,2020,Ninjago,321.0,19.99,28.99
Zane's Mino Creature,2020,Ninjago,616.0,49.99,55.99
Fire Stone Mech,2020,Ninjago,968.0,69.99,74.7201
Skull Sorcerer's Dragon,2020,Ninjago,1016.0,79.99,129.95
Skull Sorcerer's Dungeons,2020,Ninjago,1171.0,99.99,120.0
Resistance Y-wing Microfighter,2020,Star Wars,86.0,9.99,12.0
Kylo Ren's Shuttle Microfighter,2020,Star Wars,72.0,9.99,24.0
T-16 Skyhopper vs Bantha Microfighters,2020,Star Wars,198.0,19.99,19.99
Sith Troopers Battle Pack,2020,Star Wars,105.0,14.99,14.99
Mandalorian Battle Pack,2020,Star Wars,102.0,14.99,19.7125
Snowspeeder,2020,Star Wars,91.0,19.99,18.4845
Duel on Mustafar ,2020,Star Wars,208.0,19.99,34.0
Obi-Wan's Hut,2020,Star Wars,200.0,29.99,29.99
Luke Skywalker's Landspeeder,2020,Star Wars,236.0,29.99,49.21
Sith TIE Fighter,2020,Star Wars,470.0,79.99,67.0
Poe Dameron's X-wing Fighter,2020,Star Wars,761.0,89.99,90.0
TIE Fighter Pilot Helmet,2020,Star Wars,724.0,59.99,264.95
A-wing Starfighter,2020,Star Wars,1673.0,199.99,279.0
Stormtrooper Helmet,2020,Star Wars,647.0,59.99,140.0
Boba Fett Helmet,2020,Star Wars,625.0,59.99,69.99
D-O,2020,Star Wars,519.0,69.99,51.6847
Star Wars Advent Calendar,2020,Star Wars,311.0,39.99,55.3633
501st Legion Clone Troopers,2020,Star Wars,285.0,29.99,37.0
Anakin's Jedi Interceptor,2020,Star Wars,248.0,29.99,53.1488
Armored Assault Tank (AAT),2020,Star Wars,286.0,39.99,42.0
Knights of Ren Transport Ship,2020,Star Wars,595.0,69.99,55.0
General Grievous's Starfighter,2020,Star Wars,487.0,79.99,120.0
AT-AT,2020,Star Wars,1267.0,169.99,150.0
Mos Eisley Cantina,2020,Star Wars,3187.0,399.99,350.0
Death Star Final Duel,2020,Star Wars,775.0,99.99,128.3812
The Razor Crest,2020,Star Wars,1023.0,139.99,117.01
Resistance I-TS Transport,2020,Star Wars,932.0,99.99,136.0
The Mandalorian & The Child,2020,BrickHeadz,295.0,19.99,12.75
The Child,2020,Star Wars,1073.0,89.99,69.99
Unstoppable Bike Chase,2020,Minions: The Rise of Gru,136.0,19.99,18.5235
Brick-built Minions and their Lair,2020,Minions: The Rise of Gru,876.0,49.99,72.0
Dr. Wu's Lab: Baby Dinosaurs Breakout,2020,Jurassic World,164.0,19.99,24.97
Gallimimus and Pteranodon Breakout,2020,Jurassic World,391.0,49.99,40.4955
Indominus rex vs. Ankylosaurus,2020,Jurassic World,537.0,99.99,137.79
Velociraptor: Biplane Rescue Mission,2020,Jurassic World,101.0,29.99,23.16
Hogwarts Room of Requirement,2020,Harry Potter,193.0,19.99,24.9991
Forbidden Forest: Umbridge's Encounter,2020,Harry Potter,253.0,29.99,24.99
4 Privet Drive,2020,Harry Potter,797.0,79.99,49.99
Hogwarts Astronomy Tower,2020,Harry Potter,971.0,99.99,65.0
Diagon Alley,2020,Harry Potter,5544.0,449.99,500.0
Hedwig,2020,Harry Potter,630.0,39.99,35.996
Attack on the Burrow,2020,Harry Potter,1047.0,99.99,138.3426
Harry Potter Advent Calendar,2020,Harry Potter,335.0,39.99,18.0
Iron Man Mech,2020,Marvel Super Heroes,148.0,9.99,11.99
Thanos Mech,2020,Marvel Super Heroes,152.0,9.99,11.0
Avengers Speeder Bike Attack,2020,Marvel Super Heroes,226.0,19.99,19.99
Avengers Truck Take-down,2020,Marvel Super Heroes,477.0,39.99,33.6418
Spider-Man Mech,2020,Marvel Super Heroes,152.0,9.99,15.0
Vulture's Trucker Robbery,2020,Marvel Super Heroes,93.0,19.99,24.99
Spider-Man vs. Doc Ock,2020,Marvel Super Heroes,234.0,19.99,34.7
The Menace of Mysterio,2020,Marvel Super Heroes,163.0,29.99,29.881
Police Station,2021,Icons,2923.0,199.99,245.0
Volkswagen T2 Camper Van,2021,Icons,2207.0,179.99,169.5
Flower Bouquet,2021,Icons,756.0,59.99,41.9958
Bonsai Tree,2021,Icons,878.0,49.99,31.2
Adidas Originals Superstar,2021,Icons,731.0,79.99,64.95
NASA Space Shuttle Discovery,2021,Icons,2354.0,199.99,149.99
Camp Nou - FC Barcelona,2021,Icons,5509.0,349.99,330.0
Bird of Paradise,2021,Icons,1173.0,99.99,94.99
Pickup Truck,2021,Icons,1677.0,129.99,95.0
Queer Eye – The Fab 5 Loft,2021,Icons,974.0,99.99,65.0
The Friends Apartments,2021,Icons,2048.0,179.99,119.99
Santa's Visit,2021,Icons,1445.0,99.99,101.37
Titanic,2021,Icons,9090.0,679.99,640.0
Porsche 911,2021,Icons,1458.0,169.99,131.25
Mickey Mouse's Propeller Plane,2021,Disney,59.0,9.99,10.9
Minnie Mouse's Ice Cream Shop,2021,Disney,100.0,19.99,21.0
Mickey Mouse & Minnie Mouse's Space Rocket,2021,Disney,88.0,19.99,19.99
Mickey Mouse & Donald Duck's Farm,2021,Disney,118.0,29.99,17.71
Mickey & Friends Fire Truck & Station,2021,Disney,144.0,39.99,33.163
Spider-Man Headquarters,2021,Duplo,36.0,29.99,34.0
Space Shuttle Mission,2021,Duplo,23.0,19.99,20.0
Garbage Truck and Recycling,2021,Duplo,19.0,19.99,20.0
Farm Tractor & Animal Care,2021,Duplo,27.0,19.99,9.99
Creative White Bricks,2021,Classic,60.0,4.99,5.0
Creative Transparent Bricks,2021,Classic,500.0,29.99,22.0
Bricks and Wheels,2021,Classic,653.0,39.99,35.0
Taj Mahal,2021,Architecture,2022.0,119.99,83.9
The Coral Reef,2021,Minecraft,92.0,9.99,5.5
The Bee Farm,2021,Minecraft,238.0,19.99,23.0
The Trading Post,2021,Minecraft,201.0,19.99,25.2
The Warped Forest,2021,Minecraft,287.0,29.99,34.95
The First Adventure,2021,Minecraft,542.0,69.99,42.0
The Pig House,2021,Minecraft,490.0,49.99,35.0
The Horse Stable,2021,Minecraft,241.0,19.99,19.99
The Ruined Portal,2021,Minecraft,316.0,29.99,28.0
The Sky Tower,2021,Minecraft,565.0,59.99,44.99
The Modern Treehouse,2021,Minecraft,909.0,119.99,95.0
The Jungle Abomination,2021,Minecraft,489.0,39.99,75.0
Art Project - Create Together,2021,Art,4138.0,119.99,99.9586
Medieval Blacksmith,2021,Ideas,2164.0,179.99,150.0
Winnie the Pooh,2021,Ideas,1265.0,99.99,85.8384
Typewriter,2021,Ideas,2079.0,249.99,200.0
Seinfeld,2021,Ideas,1326.0,79.99,75.0
Fender Stratocaster,2021,Ideas,1074.0,119.99,69.99
Home Alone,2021,Ideas,3955.0,299.99,249.99
Bob Minion with Robot Arms,2021,Minions: The Rise of Gru,75.0,4.99,9.0
Cyber Drone,2021,Creator,113.0,9.99,9.95
Wild Lion,2021,Creator,224.0,14.99,9.25
Race Car Transporter,2021,Creator,328.0,19.99,12.0
Superbike,2021,Creator,236.0,19.99,19.99
Space Mining Mech,2021,Creator,327.0,24.99,24.97
Safari Wildlife Tree House,2021,Creator,397.0,29.99,21.25
Space Shuttle Adventure,2021,Creator,486.0,39.99,40.637
Surfer Beach House,2021,Creator,564.0,49.99,30.0
Ferris Wheel,2021,Creator,1002.0,79.99,124.99
Medieval Castle,2021,Creator,1426.0,99.99,99.99
Crocodile,2021,Creator,454.0,29.99,28.0
Fish Tank,2021,Creator,352.0,29.99,36.0
Harry Potter Hogwarts Crests,2021,Art,4249.0,119.99,101.98
Disney's Mickey Mouse,2021,Art,2658.0,119.99,94.0
World Map,2021,Art,11695.0,249.99,199.0
"Gru, Stuart and Otto",2021,BrickHeadz,244.0,19.99,28.99
"Belle Bottom, Kevin and Bob",2021,BrickHeadz,309.0,19.99,25.2
German Shepherds,2021,BrickHeadz,247.0,14.99,12.99
Shorthair Cats,2021,BrickHeadz,250.0,14.99,16.0
Goldfish,2021,BrickHeadz,186.0,14.99,19.99
Budgies,2021,BrickHeadz,261.0,14.99,13.0
Batman vs. The Penguin & Harley Quinn,2021,DC Comics Super Heroes,63.0,14.99,27.99
Spider-Man versus Venom and Iron Venom,2021,Marvel Super Heroes,63.0,14.99,21.7
Mickey Mouse,2021,Brick Sketches,118.0,16.99,12.5958
Minnie Mouse,2021,Brick Sketches,140.0,16.99,12.5958
Roses,2021,Creator,120.0,12.99,15.87
Tulips,2021,Creator,111.0,9.99,14.99
Valentine's Brown Bear,2021,Seasonal,245.0,14.99,17.1707
Easter Bunny,2021,Seasonal,293.0,14.99,20.0
Chinatown,2021,Xtra,35.0,3.99,4.0
Food,2021,Xtra,36.0,3.99,5.0
Chinese New Year Pandas,2021,BrickHeadz,249.0,19.99,15.99
Yellow Taxi,2021,Creator,124.0,9.99,9.99
Tuk Tuk,2021,Creator,155.0,9.99,9.99
Monkie Kid's RC Race,2021,Monkie Kid,57.0,12.99,22.4108
Daisy Duck,2021,BrickHeadz,110.0,9.99,13.0
Mini Disney Castle,2021,Disney,567.0,39.99,44.2461
Dalmatians,2021,BrickHeadz,252.0,14.99,12.0
Ginger Tabby,2021,BrickHeadz,269.0,14.99,19.99
Cockatiel,2021,BrickHeadz,219.0,14.99,23.95
Hamster,2021,BrickHeadz,243.0,14.99,34.95
Ninjago 10th Anniversary BrickHeadz,2021,BrickHeadz,406.0,29.99,24.98
La Catrina,2021,BrickHeadz,141.0,9.99,18.0
Polar Bear & Gift Pack,2021,Seasonal,142.0,9.99,13.0
"Harry, Hermione, Ron & Hagrid",2021,BrickHeadz,466.0,24.99,39.9
"Voldemort, Nagini & Bellatrix",2021,BrickHeadz,344.0,24.99,29.99
Halloween Owl,2021,Seasonal,228.0,14.99,8.93
Christmas Penguin,2021,Seasonal,244.0,14.99,28.5
Santa's Sleigh,2021,Seasonal,343.0,39.99,46.99
Wizarding World Minifigure Accessory Set,2021,Harry Potter,33.0,14.99,23.99
Kung Fu Training,2021,Minions: The Rise of Gru,54.0,14.99,38.0
Everyone is Awesome,2021,Icons,346.0,34.99,39.5
Cat Grooming Car,2021,Friends,60.0,9.99,14.99
Heartlake City Bakery,2021,Friends,99.0,19.99,12.99
Horse Training and Trailer,2021,Friends,148.0,29.99,24.493
Vet Clinic Rescue Buggy,2021,Friends,100.0,9.99,4.99
Olivia's Electric Car,2021,Friends,183.0,14.99,5.915
Heartlake City Organic Cafe,2021,Friends,314.0,29.99,26.0
Vet Clinic Ambulance,2021,Friends,304.0,29.99,29.99
Heartlake City Vet Clinic,2021,Friends,258.0,39.99,35.991
Heartlake City Movie Theatre,2021,Friends,451.0,49.99,28.994
Andrea's Family House,2021,Friends,802.0,69.99,89.95
Heartlake City Shopping Mall,2021,Friends,1032.0,99.99,90.0
Olivia's Flamingo Cube,2021,Friends,41.0,9.99,4.0
Emma's Dalmatian Cube,2021,Friends,41.0,9.99,4.0
Mia's Pug Cube,2021,Friends,40.0,9.99,8.0
Stephanie's Cat Cube,2021,Friends,46.0,9.99,11.99
Andrea's Bunny Cube,2021,Friends,45.0,9.99,8.0
Olivia's Gaming Cube,2021,Friends,64.0,9.99,15.99
Emma's Fashion Cube,2021,Friends,58.0,9.99,12.99
Mia's Soccer Cube,2021,Friends,56.0,9.99,5.0
Andrea's Swimming Cube,2021,Friends,59.0,9.99,13.99
Forest Waterfall,2021,Friends,93.0,9.99,11.0
Forest House,2021,Friends,326.0,29.99,28.12
Forest Camper Van and Sailboat,2021,Friends,487.0,49.99,30.0
Heartlake City School,2021,Friends,605.0,59.99,36.95
Forest Horseback Riding Center,2021,Friends,511.0,69.99,37.2906
Heartlake City Grand Hotel,2021,Friends,1308.0,99.99,107.991
Magical Funfair Roller Coaster,2021,Friends,974.0,99.99,91.7009
Magical Acrobatics,2021,Friends,223.0,19.99,17.8002
Magical Funfair Stalls,2021,Friends,361.0,29.99,22.2502
Magical Ferris Wheel and Slide,2021,Friends,545.0,59.99,49.95
Friends Advent Calendar,2021,Friends,370.0,29.99,20.0
Doggy Day Care,2021,Friends,221.0,19.99,9.1
Vet Clinic Rescue Helicopter,2021,Friends,249.0,19.99,19.99
Surfer Beachfront,2021,Friends,685.0,69.99,74.6483
Mermaid Vibes Bracelets,2021,Dots,34.0,5.99,5.95
Adventure Bracelets,2021,Dots,34.0,5.99,3.25
Extra DOTS - Series 3,2021,Dots,107.0,3.99,0.73
Cool Cactus Bracelet,2021,Dots,33.0,4.99,1.75
Monster Bracelets,2021,Dots,34.0,5.99,2.98
Secret Holder,2021,Dots,451.0,19.99,19.99
Secret Boxes,2021,Dots,273.0,14.99,15.239
Creative Party Kit,2021,Dots,622.0,24.99,19.99
Bag Tag Dog,2021,Dots,84.0,6.99,9.75
Bag Tag Narwhal,2021,Dots,85.0,6.99,4.99
Bag Tag Panda,2021,Dots,84.0,6.99,7.0
Extra DOTS - Series 4,2021,Dots,105.0,3.99,2.05
Extra DOTS - Series 5,2021,Dots,120.0,3.99,3.99
Music Bracelet,2021,Dots,33.0,4.99,2.98
Starlight Bracelets,2021,Dots,34.0,5.99,3.29
Lots of DOTS,2021,Dots,1040.0,19.99,30.0
Skid Steer Loader,2021,Technic,140.0,9.99,8.99
Race Plane,2021,Technic,145.0,9.99,4.2
Monster Jam Grave Digger,2021,Technic,212.0,19.99,20.7899
Monster Jam Max-D,2021,Technic,230.0,19.99,13.0
Rescue Hovercraft,2021,Technic,457.0,29.99,26.0
Heavy Duty Excavator,2021,Technic,569.0,39.99,54.99
Jeep Wrangler,2021,Technic,665.0,49.99,36.0
McLaren Senna GTR,2021,Technic,830.0,49.99,39.99
Off-Road Buggy,2021,Technic,374.0,129.99,145.0
Ferrari 488 GTE 'AF Corse #51',2021,Technic,1677.0,199.99,145.9927
Ford F-150 Raptor,2021,Technic,1379.0,99.99,105.0
Heavy-Duty Tow Truck,2021,Technic,2017.0,159.99,163.99
Candy Mermaid BeatBox,2021,Vidiyo,71.0,19.99,8.0
Punk Pirate BeatBox,2021,Vidiyo,73.0,19.99,20.4
Alien DJ BeatBox,2021,Vidiyo,73.0,19.99,10.4
Party Llama BeatBox,2021,Vidiyo,82.0,19.99,4.99
Unicorn DJ BeatBox,2021,Vidiyo,84.0,19.99,6.45
HipHop Robot BeatBox,2021,Vidiyo,73.0,19.99,7.9
Metal Dragon BeatBox,2021,Vidiyo,86.0,19.99,12.99
Folk Fairy BeatBox,2021,Vidiyo,89.0,19.99,10.4
Candy Castle Stage,2021,Vidiyo,344.0,29.99,18.0
Robo HipHop Car,2021,Vidiyo,387.0,29.99,18.0
K-Pawp Concert,2021,Vidiyo,514.0,49.99,30.0
Punk Pirate Ship,2021,Vidiyo,615.0,59.99,39.0
The Boombox,2021,Vidiyo,996.0,99.99,55.0
Raya and Sisu Dragon,2021,Disney,216.0,29.99,21.0
Boun's Boat,2021,Disney,247.0,49.99,32.5
Bruni the Salamander Buildable Character,2021,Disney,96.0,12.99,8.4
Elsa and the Nokk Storybook Adventures,2021,Disney,125.0,19.99,11.0
Ariel's Celebration Boat,2021,Disney,114.0,29.99,25.0
Cinderella's Royal Carriage,2021,Disney,237.0,39.99,38.5
"Ariel, Belle, Cinderella and Tiana's Storybook Adventures",2021,Disney,130.0,24.99,21.99
